CLASS,SPECIES_FINAL,STRAIN,SOURCE_FINAL,AUTHOR_FINAL,NONSYNOM_REM,NONSYNOM_ALT,NONSYNOM_REC,SPECIES_TOGASHI,AUTHOR_TOGASHI,SOURCE_VERIFICATION,AUTHOR_VERIFICATION,SPECIES_TOGASHI_ALT,SPECIES_TOGASHI_NON,TITLE_INFO,TITLE_MATCH,SPECIES_CHANGED,AMBIGUOUS,SPORE,PROCESS,CARDINAL,TEMPERATURE,DETAILS,UNCERTAINTY,TEMPERATURE_REFERENCE,DISEASE,HOST_PLANT
fungi,neocosmospora solani,4 1,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,min,5,note:  about,,"Leonian, 1929",,
fungi,neocosmospora solani,4 2,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,min,5,note:  about,,"Leonian, 1929",,
fungi,neocosmospora solani,,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,min,7,note:  <7,<,"Tu, 1929",,
fungi,neocosmospora solani,,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,min,7,note:  <7,<,"Tu, 1931",,
fungi,neocosmospora solani,,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),fusarium solani,Y,,Y,,growth in culture,opt,28,note:  27.5-28.5,,"Du Plessis, 1932-b",,
fungi,neocosmospora solani,1,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,34,,,"Leonian, 1929",,
fungi,neocosmospora solani,2 2,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,34,,,"Leonian, 1929",,
fungi,neocosmospora solani,3 1,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,34,note:  about,,"Leonian, 1929",,
fungi,neocosmospora solani,3 2,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,34,note:  about,,"Leonian, 1929",,
fungi,neocosmospora solani,3 3,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,34,note:  about,,"Leonian, 1929",,
fungi,neocosmospora solani,4 1,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,34,note:  about,,"Leonian, 1929",,
fungi,neocosmospora solani,4 2,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,34,note:  about,,"Leonian, 1929",,
fungi,neocosmospora solani,,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,22.5,note:  20-25,,"Sirag-El-Din, 1931",,
fungi,neocosmospora solani,,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,32,,,"Tu, 1929",,
fungi,neocosmospora solani,,SF; MB - LEG,"(Mart.) L. Lombard & Crous (2015); (Mart.) L. Lombard & Crous, Studies in Mycology 80: 228 (2015) [MB#810964]",Y,,,fusarium solani; fusarium solani var. subfuscum; fusarium viride,(Mart.) App. et Wr.; Sherb; (Lehm.) Wr.,SF; SF; MB - LEG,"(Mart.) Sacc. (1881); Sherb. (1915); (Lechmere) Wollenw., Fusaria Autographice Delineata 1: 418 (1916) [MB#101810]",fusarium solani var. suffuscum,fusarium alluviale (Wr. Et Reink); fusarium commutatum (Sacc.); fusarium mali (Taub.),,,,Y,,growth in culture,opt,32,,,"Tu, 1931",,
fungi,neocosmospora theobromae,,SF,"(Appel & Strunk) Sand.-Denis & Crous, in Sandoval-Denis, Lombard & Crous, Persoonia 43: 174 (2019)",,"""as theobromae""",fusarium javanicum,fusarium theobromae,App. et Strk.,SF,Appel & Strunk 1904,,,,,,Y,,growth in culture,max,37.5,note:  <37.5,<,"Leonian, 1929",,
fungi,neocosmospora theobromae,,SF,"(Appel & Strunk) Sand.-Denis & Crous, in Sandoval-Denis, Lombard & Crous, Persoonia 43: 174 (2019)",,"""as theobromae""",fusarium javanicum,fusarium theobromae,App. et Strk.,SF,Appel & Strunk 1904,,,,,,Y,,growth in culture,min,5,note:  >5,>,"Leonian, 1929",,
fungi,neofabraea malicorticis,,SF,(Cordley) H.S. Jacks. (1913),,,,neofabraea malicorticis,(Cord.) Jackson,SF,(Cordley) H.S. Jacks. (1913),,,,,,,,disease development,min,0,"note:  Miller 1932 report rot can occur at 0 but provide no Tmin. Hence, 0 assumed Tmin as freezing point.",<,"Brooks and Cooley, 1917",storage rot,apple
fungi,neofabraea malicorticis,,SF,(Cordley) H.S. Jacks. (1913),,,,neofabraea malicorticis,(Cord.) Jackson,SF,(Cordley) H.S. Jacks. (1913),,,,,,,,disease development,opt,20,,,"Brooks and Cooley, 1917",storage rot,apple
fungi,neofabraea malicorticis,,SF,(Cordley) H.S. Jacks. (1913),,,,neofabraea malicorticis,(Cord.) Jackson,SF,(Cordley) H.S. Jacks. (1913),,,,,,,,growth in culture,max,30,note:  <30,<,"Brooks and Cooley, 1917",,
fungi,neofabraea malicorticis,,SF,(Cordley) H.S. Jacks. (1913),,,,neofabraea malicorticis,(Cord.) Jackson,SF,(Cordley) H.S. Jacks. (1913),,,,,,,,growth in culture,min,0,,,"Brooks and Cooley, 1917",,
fungi,neofabraea malicorticis,,SF,(Cordley) H.S. Jacks. (1913),,,,neofabraea malicorticis,(Cord.) Jackson,SF,(Cordley) H.S. Jacks. (1913),,,,,,,,growth in culture,opt,20,,,"Brooks and Cooley, 1917",,
fungi,neofabraea malicorticis,,SF,(Cordley) H.S. Jacks. (1913),,,,neofabraea malicorticis,(Cord.) Jackson,SF,(Cordley) H.S. Jacks. (1913),,,,,,,,spore germination,max,30,"note:  no germination in 72 h, assumed Tmax",,"Miller, 1932",,
fungi,neofabraea malicorticis,,SF,(Cordley) H.S. Jacks. (1913),,,,neofabraea malicorticis,(Cord.) Jackson,SF,(Cordley) H.S. Jacks. (1913),,,,,,,,spore germination,opt,20,note:  15-25,,"Miller, 1932",,
fungi,neofabraea perennans,,SF,Kienholz (1939),,,,gloeosporium perennans,Zeller et Childs,SF,Zeller & Childs (1925),,,,,,,,spore germination,max,30,note:  30 - no germination after 3 days. Assume Tmax. However Tmax could be <30 (i.e. if no germination occurred at lower temperatures) or >30 (i.e. germination may have occurred at 30 if more time allowed).,,"Miller, 1932",,
fungi,neofabraea perennans,,SF,Kienholz (1939),,,,gloeosporium perennans,Zeller et Childs,SF,Zeller & Childs (1925),,,,,,,,spore germination,opt,20,note:  15-25,,"Miller, 1932",,
fungi,neofabraea vagabunda,,SF,(Desm.) Rossman (2014),,,,gloeosporium album,Ostrew.,SF,Osterw. (1907),,,,,,,,growth in culture,opt,18,note:  best,,"Schneider-Orelli, 1911",,
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,disease development,max,32.8,,,"Savastano and Fawcett, 1929",decay,lemon
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,disease development,max,32.8,,,"Savastano and Fawcett, 1929",decay,orange
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,disease development,min,13,,,"Savastano and Fawcett, 1929",decay,lemon
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,disease development,min,18,,,"Savastano and Fawcett, 1929",decay,orange
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,disease development,opt,20.5,note:  18-23,,"Savastano and Fawcett, 1929",decay,lemon
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,disease development,opt,28,,,"Savastano and Fawcett, 1929",decay,orange
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,growth in culture,max,32,note:  about,,"Savastano, 1932",,
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,growth in culture,max,35,note:  >35,>,"Stevens, 1936",,
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,growth in culture,min,10,note:  <10,<,"Savastano, 1932",,
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,growth in culture,min,10,note:  <10,<,"Stevens, 1936",,
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,growth in culture,opt,28,note:  about,,"Savastano, 1932",,
fungi,neofusicoccum ribis,,SF,"(Slippers, Crous & M.J. Wingf.) Crous, Slippers & A.J.L. Phillips (2006)",,,,botryosphaeria ribis; dothiorella ribis,(Tode et Fr.) Grossenbacher et Dugger; (Fuck.) Sacc.,"SF, SF",Grossenb. & Duggar (1911); (Fuckel) Sacc. (1884),,,,,,,,growth in culture,opt,30,note:  about,,"Stevens, 1936",,
fungi,neolentinus lepideus,,SF,(Fr.) Redhead & Ginns (1985),,,,lentinus lepideus,Fr.,SF,(Fr.) Fr. (1838),,lentinus squamosus ((Schaeff.) Schröt),,,,Y,,growth in culture,max,37,note:  >37,>,"Cartwright, 1934",,
fungi,neolentinus lepideus,,SF,(Fr.) Redhead & Ginns (1985),,,,lentinus lepideus,Fr.,SF,(Fr.) Fr. (1838),,lentinus squamosus ((Schaeff.) Schröt),,,,Y,,growth in culture,max,40,,,"Humphrey and Siggers, 1927",,
fungi,neolentinus lepideus,1,SF,(Fr.) Redhead & Ginns (1985),,,,lentinus lepideus,Fr.,SF,(Fr.) Fr. (1838),,lentinus squamosus ((Schaeff.) Schröt),,,,Y,,growth in culture,max,36,note:  <36,<,"Humphrey and Siggers, 1933",,
fungi,neolentinus lepideus,2,SF,(Fr.) Redhead & Ginns (1985),,,,lentinus lepideus,Fr.,SF,(Fr.) Fr. (1838),,lentinus squamosus ((Schaeff.) Schröt),,,,Y,,growth in culture,max,40,note:  <40,<,"Humphrey and Siggers, 1933",,
fungi,neolentinus lepideus,,SF,(Fr.) Redhead & Ginns (1985),,,,lentinus lepideus,Fr.,SF,(Fr.) Fr. (1838),,lentinus squamosus ((Schaeff.) Schröt),,,,Y,,growth in culture,min,9,note:  <9,<,"Cartwright, 1934",,
fungi,neolentinus lepideus,,SF,(Fr.) Redhead & Ginns (1985),,,,lentinus lepideus,Fr.,SF,(Fr.) Fr. (1838),,lentinus squamosus ((Schaeff.) Schröt),,,,Y,,growth in culture,opt,27,,,"Cartwright, 1934",,
fungi,neolentinus lepideus,1,SF,(Fr.) Redhead & Ginns (1985),,,,lentinus lepideus,Fr.,SF,(Fr.) Fr. (1838),,lentinus squamosus ((Schaeff.) Schröt),,,,Y,,growth in culture,opt,28,,,"Humphrey and Siggers, 1933",,
fungi,neolentinus lepideus,2,SF,(Fr.) Redhead & Ginns (1985),,,,lentinus lepideus,Fr.,SF,(Fr.) Fr. (1838),,lentinus squamosus ((Schaeff.) Schröt),,,,Y,,growth in culture,opt,28,,,"Humphrey and Siggers, 1933",,
fungi,neonectria ditissima,as mali,SF,"(Tul. & C. Tul.) Samuels & Rossman. (Note MB = Cylindrocarpon heteronema (Berk. & Broome) Wollenw., Fusaria Autographice Delineata 1: no. 460 (1916) [MB#120617])",,"""as mali""",fusarium solani ,fusarium mali,"Taub,",SF/MB - LEG,"wrong author - Allesch. 1892 / Allesch., Berichte des Botanischen Vereins Landshut 12: 130 (1892) [MB#249307]",,,,,,Y,,growth in culture,max,37.5,,,"Leonian, 1929",,
fungi,neonectria ditissima,as mali,SF,"(Tul. & C. Tul.) Samuels & Rossman. (Note MB = Cylindrocarpon heteronema (Berk. & Broome) Wollenw., Fusaria Autographice Delineata 1: no. 460 (1916) [MB#120617])",,"""as mali""",fusarium solani ,fusarium mali,"Taub,",SF/MB - LEG,"wrong author - Allesch. 1892 / Allesch., Berichte des Botanischen Vereins Landshut 12: 130 (1892) [MB#249307]",,,,,,Y,,growth in culture,min,5,,,"Leonian, 1929",,
fungi,neonectria ditissima,as mali,SF,"(Tul. & C. Tul.) Samuels & Rossman. (Note MB = Cylindrocarpon heteronema (Berk. & Broome) Wollenw., Fusaria Autographice Delineata 1: no. 460 (1916) [MB#120617])",,"""as mali""",fusarium solani ,fusarium mali,"Taub,",SF/MB - LEG,"wrong author - Allesch. 1892 / Allesch., Berichte des Botanischen Vereins Landshut 12: 130 (1892) [MB#249307]",,,,,,Y,,growth in culture,opt,34,note:  about,,"Leonian, 1929",,
fungi,neonectria ditissima,,SF,(Tul. & C. Tul.) Samuels & Rossman (2006),,,,nectria galligena,Bres.,SF,Bres. (1901),,,,,,,,growth in culture,opt,19,note:  15-23,,"Ashcroft, 1934",,
fungi,neonectria ditissima,,SF,(Tul. & C. Tul.) Samuels & Rossman (2006),,,,nectria galligena,Bres.,SF,Bres. (1901),,,,,,,,growth in culture,opt,21,note:  18-24,,"Zeller, 1926",,
fungi,neoscytalidium dimidiatum,,SF,"(Penz.) Crous & Slippers, in Crous, Slippers, Wingfield, Rheeder, Marasas, Phillips, Alves, Burgess, Barber & Groenewald, Stud. Mycol. 55: 244 (2006)",,,,hendersonula toruloidea,Nattrass,SF,Nattrass (1933),hendersonula toruloides,,,,,Y,,growth in culture,opt,32.5,note:  30-35,,"Nattrass, 1933",,
fungi,neurospora sitophila,,SF,Shear & B.O. Dodge (1927),,,,oidium aurantiacum,Lév.,SF,Lév. ex Mont. (1843),,,,,,,,spore germination,max,35,,,"Carbone, 1908",,
fungi,neurospora sitophila,,SF,Shear & B.O. Dodge (1927),,,,oidium aurantiacum,Lév.,SF,Lév. ex Mont. (1843),,,,,,,,spore germination,min,10,,,"Carbone, 1908",,
fungi,nigrospora canescens,,SF,McLennan & Hoëtte (1933),,,,nigrospora canescens,McLennan et Höette,SF,McLennan & Hoëtte (1933),,,,,,,,growth in culture,max,32,note:  >32,>,"McLennan and Hoette, 1933",,
fungi,nigrospora canescens,,SF,McLennan & Hoëtte (1933),,,,nigrospora canescens,McLennan et Höette,SF,McLennan & Hoëtte (1933),,,,,,,,growth in culture,min,6.5,note:  about,,"McLennan and Hoette, 1933",,
fungi,nigrospora canescens,,SF,McLennan & Hoëtte (1933),,,,nigrospora canescens,McLennan et Höette,SF,McLennan & Hoëtte (1933),,,,,,,,growth in culture,opt,28,,,"McLennan and Hoette, 1933",,
fungi,nigrospora musae,,SF,McLennan & Hoëtte (1933),,,,nigrospora musae,McLennan et Höette,SF,McLennan & Hoëtte (1933),,,,,,,,growth in culture,max,32.5,,,"McLennan and Hoette, 1933",,
fungi,nigrospora musae,,SF,McLennan & Hoëtte (1933),,,,nigrospora musae,McLennan et Höette,SF,McLennan & Hoëtte (1933),,,,,,,,growth in culture,min,5,,,"McLennan and Hoette, 1933",,
fungi,nigrospora musae,,SF,McLennan & Hoëtte (1933),,,,nigrospora musae,McLennan et Höette,SF,McLennan & Hoëtte (1933),,,,,,,,growth in culture,opt,19,,,"McLennan and Hoette, 1933",,
fungi,nigrospora oryzae,,SF,(Berk. & Broome) Petch (1924),,,,basisporium gallarum,Moll.,SF,Molliard (1902),,,,,,,,disease development,min,11,"note:  little injury <11 - Tmin may be <11 as ""little"" not ""no""",<,"Reddy, 1932",dry rot,corn
fungi,nigrospora oryzae,,SF,(Berk. & Broome) Petch (1924),,,,basisporium gallarum,Moll.,SF,Molliard (1902),,,,,,,,growth in culture,max,35,note:  growth at any temp between 10.6 and 35. Assumed Trange,>,"Durrell and Porter, 1924",,
fungi,nigrospora oryzae,corn strain,SF,(Berk. & Broome) Petch (1924),,,,basisporium gallarum,Moll.,SF,Molliard (1902),,,,,,,,growth in culture,max,40,,,"Durrell, 1925",,
